sentiment,text,original_text,cleaned_text,korean_translation
0,"Anyone know @theDebbyRyan's SayNow number? I had it, and @mitchelmusso's, but they got erased, along with @jonasbrothers'... ","Anyone know @theDebbyRyan's SayNow number? I had it, and @mitchelmusso's, but they got erased, along with @jonasbrothers'... ",Anyone know s SayNow number I had it and s but they got erased along with,누구든지 내가 가지고있는 Saynow 번호를 알고 있지만 그들은 함께 지워졌습니다.
0,wants to finish this assignment but when i do i'll just have to start another one ,wants to finish this assignment but when i do i'll just have to start another one ,wants to finish this assignment but when i do i ll just have to start another one,이 과제를 마치고 싶지만 내가 할 때는 다른 것을 시작해야합니다.
1,A BIG Welcome to my newest followers and my thanks to each of you. ,A BIG Welcome to my newest followers and my thanks to each of you. ,A BIG Welcome to my newest followers and my thanks to each of you,내 최신 추종자들과 여러분 께 감사드립니다.
0,"have to get three gardasil jabs all over again  in other news, got a HD for an essay ... i'm an expert on Korean business, ask me anything","have to get three gardasil jabs all over again  in other news, got a HD for an essay ... i'm an expert on Korean business, ask me anything",have to get three gardasil jabs all over again in other news got a HD for an essay i m an expert on Korean business ask me anything,다른 뉴스에서 다시 세 개의 Gardasil Jabs를 가져와야합니다. 한국 사업 전문가가 나에게 뭐든지 뭐든지 뭐든지 에세이를 얻었 어
0,"Fuck. Sometimes, i hate my height! Hit my head in the bus again! Ow! ","Fuck. Sometimes, i hate my height! Hit my head in the bus again! Ow! ",Fuck Sometimes i hate my height Hit my head in the bus again Ow,젠장 가끔 난 내 키가 싫어 버스에서 머리를 다시 때려
1,@markmejia and @albertposis just made my day  luvv deemmm!!! haha,@markmejia and @albertposis just made my day  luvv deemmm!!! haha,and just made my day luvv deemmm haha,그리고 방금 내 하루를 luvv deemmm haha로 만들었습니다
1,@MothersAnthem I have a request! Play Structure of a Heart tonite please ,@MothersAnthem I have a request! Play Structure of a Heart tonite please ,I have a request Play Structure of a Heart tonite please,하트 톤 나이트의 요청 재생 구조가 있습니다.
0,Made it to wrk  hopefully it goes by quick ッ,Made it to wrk  hopefully it goes by quick ッ,Made it to wrk hopefully it goes by quick ッ,wrk로 만들었 으면 좋겠다.
1,Is going to do work experience on SHOOTING STARS   ,Is going to do work experience on SHOOTING STARS   ,Is going to do work experience on SHOOTING STARS,별을 쏘는 일에 대한 직장 경험을 할 것입니다
0,Finally home from practice. She blasted her head SO HARD on my knee. I have a bruise. Poor thing ,Finally home from practice. She blasted her head SO HARD on my knee. I have a bruise. Poor thing ,Finally home from practice She blasted her head SO HARD on my knee I have a bruise Poor thing,마침내 연습에서 집으로 그녀는 무릎에 머리를 너무 세게 날려 버렸습니다.
1,@HotFish @missattitude it's almost May june is right around the corner!  ,@HotFish @missattitude it's almost May june is right around the corner!  ,it s almost May june is right around the corner,거의 5 월 거의 6 월에 모퉁이에 있습니다.
0,Too many shots in my mouth this morning. Four is too much too handle once the numbness goes away. ,Too many shots in my mouth this morning. Four is too much too handle once the numbness goes away. ,Too many shots in my mouth this morning Four is too much too handle once the numbness goes away,오늘 아침 내 입에 너무 많은 총을 맞아 4 개가 너무 많이 손상되면 마비가 사라지면
1,@RobinBrown78 You mean you're not a celeb? only followed you thinking you were related to Gordon silly me ,@RobinBrown78 You mean you're not a celeb? only followed you thinking you were related to Gordon silly me ,You mean you re not a celeb only followed you thinking you were related to Gordon silly me,당신은 당신이 유명인이 아니라 당신이 고든 바보 같은 나와 관련이 있다고 생각하는 것을 따랐다는 것을 의미합니다.
1,@Elsbeth94 yeah but only cos he has toooooo PMSL and he doesnt like you  LOL Xx,@Elsbeth94 yeah but only cos he has toooooo PMSL and he doesnt like you  LOL Xx,yeah but only cos he has toooooo PMSL and he doesnt like you LOL Xx,"그래,하지만 그는 단지 그가 너무 ooooo pmsl을 가지고 있고 그는 당신을 좋아하지 않습니다. lol xx"
0,Its damn hot in our classroom ,Its damn hot in our classroom ,Its damn hot in our classroom,우리 교실에서 뜨겁습니다
1,@medscholar08 thanks.. but im not sure im comfortable with such a sudden surge.. will be difficult to keep in touch with every1.. ,@medscholar08 thanks.. but im not sure im comfortable with such a sudden surge.. will be difficult to keep in touch with every1.. ,thanks but im not sure im comfortable with such a sudden surge will be difficult to keep in touch with every1,감사합니다. 그러나 나는 그러한 갑작스런 급증으로 편안하게 확실하지 않습니다.
0,@kinagrannis Good luck! Wish I could be there ,@kinagrannis Good luck! Wish I could be there ,Good luck Wish I could be there,행운을 빕니다. 내가 거기있을 수 있기를 바랍니다
1,@giraffette special eddie pout is bloody fantastic. enjoyed it very much. thanks. ,@giraffette special eddie pout is bloody fantastic. enjoyed it very much. thanks. ,special eddie pout is bloody fantastic enjoyed it very much thanks,특별한 에디 삐걱 거리는 피의 환상적인 환상적인 즐거웠 어
1,"@JELuttrull Thanks   Yeah, I was watching it a bit earlier, but my heart wasn't really in it.  Shocking, I know!","@JELuttrull Thanks   Yeah, I was watching it a bit earlier, but my heart wasn't really in it.  Shocking, I know!",Thanks Yeah I was watching it a bit earlier but my heart wasn t really in it Shocking I know,고마워 네 조금 일찍보고 있었지만 내 마음은 정말 충격적이지 않았어
0,getting ready to go to work...Doctor appointment later....  ,getting ready to go to work...Doctor appointment later....  ,getting ready to go to work Doctor appointment later,나중에 직장 의사 약속에 갈 준비
1,Off to final number eins and two. Today is my last german class ever! ,Off to final number eins and two. Today is my last german class ever! ,Off to final number eins and two Today is my last german class ever,최종 번호 eins에 꺼내고 오늘은 2 개의 독일어 수업입니다.
0,"headache, again ","headache, again ",headache again,다시 두통
0,@aufsaibelle where are you?? it's fucking cold where i am tooooo ,@aufsaibelle where are you?? it's fucking cold where i am tooooo ,where are you it s fucking cold where i am tooooo,내가 너무 차가워서 내가 너무 차가워?
0,is really under dressed. I'm still in my playhouse clothes ,is really under dressed. I'm still in my playhouse clothes ,is really under dressed I m still in my playhouse clothes,정말 옷을 입고 난 아직도 내 플레이 하우스 옷 안에있어
0,@Silveysurfer they also removed the family photos &amp; story from the menu.  I loved that part! Still WAY better than Knoxville Italian.,@Silveysurfer they also removed the family photos &amp; story from the menu.  I loved that part! Still WAY better than Knoxville Italian.,they also removed the family photos amp story from the menu I loved that part Still WAY better than Knoxville Italian,그들은 또한 메뉴에서 가족 사진 앰프 이야기를 제거했습니다.
0,@jordanknight Hmmm...paid $3000 VIP for last cruise..even stayed 7 doors down from your room &amp; u wouldn't take a frickin picture with me ,@jordanknight Hmmm...paid $3000 VIP for last cruise..even stayed 7 doors down from your room &amp; u wouldn't take a frickin picture with me ,Hmmm paid 3000 VIP for last cruise even stayed 7 doors down from your room amp u wouldn t take a frickin picture with me,hmmm은 마지막 크루즈에 3000 VIP를 지불했습니다. 심지어 당신의 방에서 7 개의 문을 유지했습니다.
1,@smokedrinkdrive i still have the bone!  that's kinda morbid but i keep stuff like that ,@smokedrinkdrive i still have the bone!  that's kinda morbid but i keep stuff like that ,i still have the bone that s kinda morbid but i keep stuff like that,나는 아직도 뼈가 더 병적이지만 나는 그런 것들을 유지한다.
0,Oh poker. Pocket aces over kings and an ace and only one dollar outta it ,Oh poker. Pocket aces over kings and an ace and only one dollar outta it ,Oh poker Pocket aces over kings and an ace and only one dollar outta it,오 포커 포켓 에이스는 왕들과 에이스와 1 달러만이 그것을 능가합니다.
1,@kareemdmapantz maybe tomorrow. hahaha i miss youuuu! you have a cam?! ohhh yer laptop! ,@kareemdmapantz maybe tomorrow. hahaha i miss youuuu! you have a cam?! ohhh yer laptop! ,maybe tomorrow hahaha i miss youuuu you have a cam ohhh yer laptop,어쩌면 내일 hahaha 나는 당신이 그리워요
1,@xxkamm oh man you hardass  x3,@xxkamm oh man you hardass  x3,oh man you hardass x3,"오, 당신은 강건한 x3"
1,Lazy day. Can't wait for maneater tonight. The book was awesome! ,Lazy day. Can't wait for maneater tonight. The book was awesome! ,Lazy day Can t wait for maneater tonight The book was awesome,게으른 날 밤 오늘 밤 Maneater를 기다릴 수 없어 책은 굉장했습니다.
0,Burnley score a penalty #PNE  a long way to go...,Burnley score a penalty #PNE  a long way to go...,Burnley score a penalty PNE a long way to go,번리는 페널티 페인을 먼 길로 득점
1,yesterday was my happiest day ever! ,yesterday was my happiest day ever! ,yesterday was my happiest day ever,어제는 나의 가장 행복한 날이었습니다
1,"Just woke up  12 hours off sleep. ,tonight fuck the beat up north","Just woke up  12 hours off sleep. ,tonight fuck the beat up north",Just woke up 12 hours off sleep tonight fuck the beat up north,그냥 잠에서 깨어났다
0,My followers are dropping like flies  ... What'd i do??,My followers are dropping like flies  ... What'd i do??,My followers are dropping like flies What d i do,내 추종자들은 내가하는 일을 파리처럼 떨어 뜨리고 있습니다.
0,i dont want them to leave ,i dont want them to leave ,i dont want them to leave,나는 그들이 떠나기를 원하지 않습니다
1,@Mitchley Oh noooes! Cos of lodging with family I try to avoid getting one after 10pm... prob just as well ,@Mitchley Oh noooes! Cos of lodging with family I try to avoid getting one after 10pm... prob just as well ,Oh noooes Cos of lodging with family I try to avoid getting one after 10pm prob just as well,"오, 가족과 함께 숙박의 noooes cos 나는 오후 10 시과 후에 하나를 얻지 않으려 고 노력합니다."
1,"Let's say, Selena's struggling for air, Miley's still enjoying the sun, Demi's trying to ride on, and Taylor's writing a song about them. ","Let's say, Selena's struggling for air, Miley's still enjoying the sun, Demi's trying to ride on, and Taylor's writing a song about them. ",Let s say Selena s struggling for air Miley s still enjoying the sun Demi s trying to ride on and Taylor s writing a song about them,셀레나가 에어 마일리를 위해 고군분투하고 있다고 가정 해 봅시다.
1,who wants there photo taken today and i mean b4 the beautiful sun fades away? any takers holla asap  im am so freakin bored,who wants there photo taken today and i mean b4 the beautiful sun fades away? any takers holla asap  im am so freakin bored,who wants there photo taken today and i mean b4 the beautiful sun fades away any takers holla asap im am so freakin bored,누가 거기에 사진을 찍고 싶고 나는 B4를 의미한다는 것을 의미합니다. 아름다운 태양은 어떤 테이커를 사라집니다.
0,We're in the wrong terminal ,We're in the wrong terminal ,We re in the wrong terminal,우리는 잘못된 터미널에 있습니다
1,@sowrongitsrach I love Love Actually ,@sowrongitsrach I love Love Actually ,I love Love Actually,나는 실제로 사랑을 사랑합니다
1,@thatBTCH  yea do it or go honey blond like me ,@thatBTCH  yea do it or go honey blond like me ,yea do it or go honey blond like me,"네, 나처럼 꿀 금발로 가십시오"
1,iPhone 3GS and N97 launching in Australia on the same day. Feel the marketing hype kicking into overdrive for the next 2 weeks ,iPhone 3GS and N97 launching in Australia on the same day. Feel the marketing hype kicking into overdrive for the next 2 weeks ,iPhone 3GS and N97 launching in Australia on the same day Feel the marketing hype kicking into overdrive for the next 2 weeks,같은 날 호주에서 iPhone 3GS 및 N97 출시 다음 2 주 동안 마케팅 과대 광고가 오버 드라이브를 시작합니다.
1,At college.....what a nice sunny day   ,At college.....what a nice sunny day   ,At college what a nice sunny day,대학에서 멋진 화창한 날
1,wow i never thought i would have 30 followers. thanks! ,wow i never thought i would have 30 followers. thanks! ,wow i never thought i would have 30 followers thanks,와우 나는 30 명의 팔로워를 가질 줄은 몰랐다.
1,@souljaboytellem I would have to agree with you on that ,@souljaboytellem I would have to agree with you on that ,I would have to agree with you on that,나는 그것에 대해 당신에게 동의해야 할 것입니다
0,@nessie111 i did too ... it's so sad. feel like nathan has gone forever now ,@nessie111 i did too ... it's so sad. feel like nathan has gone forever now ,i did too it s so sad feel like nathan has gone forever now,나도 그렇게 했어 나단이 영원히 사라진 것처럼 너무 슬프다
0,has just returned from the woods... beautiful day but very difficult to do take pictures without lovely gorilla pod ,has just returned from the woods... beautiful day but very difficult to do take pictures without lovely gorilla pod ,has just returned from the woods beautiful day but very difficult to do take pictures without lovely gorilla pod,방금 숲에서 돌아 왔지만 아름다운 날이지만 사랑스러운 고릴라 포드없이 사진을 찍기가 매우 어렵습니다.
0,i have no friends!!!!!  (on twitter),i have no friends!!!!!  (on twitter),i have no friends on twitter,트위터에는 친구가 없습니다
1,@wreckdagaffey very Cruella Deville of you ,@wreckdagaffey very Cruella Deville of you ,very Cruella Deville of you,당신의 매우 Cruella Deville
0,"@Dixsin huhu, i didn't see ","@Dixsin huhu, i didn't see ",huhu i didn t see,후후 나는 보지 못했다
1,"so much to do, so little time. aweschum weekend ","so much to do, so little time. aweschum weekend ",so much to do so little time aweschum weekend,aweschum 주말에 시간이 너무 적을 것입니다
1,My better half is tending to the balcony jungle...She's planting herbs ,My better half is tending to the balcony jungle...She's planting herbs ,My better half is tending to the balcony jungle She s planting herbs,더 나은 반은 발코니 정글을 돌보고 있습니다.
1,@greekpeace I LUV buying children's bks (well all bks really... Its an obsession!). Good think its part of my daily job to buy/read them ,@greekpeace I LUV buying children's bks (well all bks really... Its an obsession!). Good think its part of my daily job to buy/read them ,I LUV buying children s bks well all bks really Its an obsession Good think its part of my daily job to buy read them,나는 아이들의 bks 잘 구매 luv 모든 bks 정말 강박 관념이 좋다.
1,Yea! John's turn to drive!  ,Yea! John's turn to drive!  ,Yea John s turn to drive,예 John은 운전으로 돌아갑니다
0,"new tv show, &quot;sit down, shut up&quot;. not funny ","new tv show, &quot;sit down, shut up&quot;. not funny ",new tv show quot sit down shut up quot not funny,새로운 TV 쇼 quot sit down shut up quunt not funny
1,@Tittch Good morning Rita.  Do you still have have witches in Sussex ? ,@Tittch Good morning Rita.  Do you still have have witches in Sussex ? ,Good morning Rita Do you still have have witches in Sussex,좋은 아침 리타 아직 서 섹스에 마녀가 있습니까?
1,@MariahCarey very excited 4 the new album! it will be a stone winner!!! another classic  hope all is stellar Mariah!,@MariahCarey very excited 4 the new album! it will be a stone winner!!! another classic  hope all is stellar Mariah!,very excited 4 the new album it will be a stone winner another classic hope all is stellar Mariah,매우 흥분한 4 새 앨범은 스톤 우승자가 될 것입니다. 또 다른 클래식 희망은 모두 Stellar Mariah입니다.
1,@tephanyanne That's good. How are you feeling? ,@tephanyanne That's good. How are you feeling? ,That s good How are you feeling,기분이 좋아요
0,Working til 11 on this nice day ,Working til 11 on this nice day ,Working til 11 on this nice day,이 좋은 날에 11 일까지 일합니다
1,@maximsphotos yes that�s fine!!! ,@maximsphotos yes that�s fine!!! ,yes that s fine,네 괜찮아요
0,To change the projection is easy. But to justify the differences to many2 people is the one that really exhausting  Arghhh....,To change the projection is easy. But to justify the differences to many2 people is the one that really exhausting  Arghhh....,To change the projection is easy But to justify the differences to many2 people is the one that really exhausting Arghhh,투영을 바꾸는 것은 쉽지만 많은 사람들의 차이점을 정당화하는 것은 정말로 아르가를 지친 사람입니다.
1,csb again tom ,csb again tom ,csb again tom,CSB 다시 Tom
0,@Amberasaurous shut up ,@Amberasaurous shut up ,shut up,입 다물어
1,@annakiss I'm based in the Netherlands. But still on my bucket-list is a trip to the UK/London. I think otherwise of the photogenic part ,@annakiss I'm based in the Netherlands. But still on my bucket-list is a trip to the UK/London. I think otherwise of the photogenic part ,I m based in the Netherlands But still on my bucket list is a trip to the UK London I think otherwise of the photogenic part,나는 네덜란드에 기반을두고 있지만 여전히 내 버킷리스트에있는 영국 런던으로의 여행이 있습니다.
1,@MrPeterAndre just wanted to send my love and wish you all the luck in the world ,@MrPeterAndre just wanted to send my love and wish you all the luck in the world ,just wanted to send my love and wish you all the luck in the world,내 사랑을 보내고 싶었고 세상의 행운을 기원합니다
0,@2stepp i want 10 cocktails!!!!! hahahaa. i miss it too  this is pish.,@2stepp i want 10 cocktails!!!!! hahahaa. i miss it too  this is pish.,i want 10 cocktails hahahaa i miss it too this is pish,나는 10 칵테일을 원한다 hahahaa 나도 그리워한다
1,@gipsy_dreamer I wish you luck! *hug* You can do it! ,@gipsy_dreamer I wish you luck! *hug* You can do it! ,I wish you luck hug You can do it,운이 좋으면 안아주세요
0,Ouh man... I'm ill.. Just feeling so bad with a damn cold  || Listening to Diva by Beyonce... NaNaNa  Diva is a female version of a hustla,Ouh man... I'm ill.. Just feeling so bad with a damn cold  || Listening to Diva by Beyonce... NaNaNa  Diva is a female version of a hustla,Ouh man I m ill Just feeling so bad with a damn cold Listening to Diva by Beyonce NaNaNa Diva is a female version of a hustla,ouh man 나는 비욘세 나나나 디바 (Beyonce Nanana Diva)의 디바 (Diva)를 듣고 차가운 소리로 너무 기분이 좋지 않아 hustla의 여성 버전
0,"why is it that even when I get woken up early, I'm still not in time for macdonalds breakfast. ","why is it that even when I get woken up early, I'm still not in time for macdonalds breakfast. ",why is it that even when I get woken up early I m still not in time for macdonalds breakfast,내가 일찍 깨어 났을 때에도 MacDonalds Breakfast는 아직도 시간이 없어야하는 이유는 무엇입니까?
0,has work in a hour ,has work in a hour ,has work in a hour,한 시간 안에 일했습니다
0,not making much $$ trying to make people Laugh is a hard JOB to do and I am very good at it but mean  %^&amp;*@**#%  out there  - MEAN ! ,not making much $$ trying to make people Laugh is a hard JOB to do and I am very good at it but mean  %^&amp;*@**#%  out there  - MEAN ! ,not making much trying to make people Laugh is a hard JOB to do and I am very good at it but mean amp out there MEAN,사람들을 웃게 만들려고 많은 노력을 기울이지 않는 것은 어려운 일이며 나는 매우 능숙하지만 의미는 앰프를 의미합니다.
0,Going bowling with ryan kates lol i miss him so much ,Going bowling with ryan kates lol i miss him so much ,Going bowling with ryan kates lol i miss him so much,Ryan Kates와 함께 볼링을하러 가서 너무 그리워요
0,Off to Red Robin for council bonding. I'm sad I didn't get to sign Mary Ann's yearbook  Doubling up on the tumblr!,Off to Red Robin for council bonding. I'm sad I didn't get to sign Mary Ann's yearbook  Doubling up on the tumblr!,Off to Red Robin for council bonding I m sad I didn t get to sign Mary Ann s yearbook Doubling up on the tumblr,협의회 본딩을 위해 레드 로빈에게 오프 됨 나는 슬프다.
0,Now I'm just waiting around for my brother's graduation to start. These are always so long.  After-grad lunch party though should be nice,Now I'm just waiting around for my brother's graduation to start. These are always so long.  After-grad lunch party though should be nice,Now I m just waiting around for my brother s graduation to start These are always so long After grad lunch party though should be nice,이제 나는 단지 내 동생의 졸업이 시작하기를 기다리고 있습니다.
1,I took some pictures of Chessie Moore for her site www.chessieland.com today. they turned out good  I need to get her some milf/gilf work,I took some pictures of Chessie Moore for her site www.chessieland.com today. they turned out good  I need to get her some milf/gilf work,I took some pictures of Chessie Moore for her site today they turned out good I need to get her some milf gilf work,나는 오늘 그녀의 사이트를 위해 Chessie Moore의 사진을 찍었습니다.
0,Now I'm just kind of let down  Oh wel,Now I'm just kind of let down  Oh wel,Now I m just kind of let down Oh wel,이제 난 그냥 실망스럽게
1,@cassiyang crash but quite obviously i'm still awake. gonna study history later. 12 days more to terms!! are you feeling better now tho? ,@cassiyang crash but quite obviously i'm still awake. gonna study history later. 12 days more to terms!! are you feeling better now tho? ,crash but quite obviously i m still awake gonna study history later 12 days more to terms are you feeling better now tho,충돌이지만 분명히 나는 ​​여전히 깨어있어서 역사를 공부할 것입니다.
1,"@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)","@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)",tea is just plain good for you white green oolong and black all the same plant you know,차는 당신에게 좋은 흰색 녹색 우롱과 검은 색이 당신이 아는 것과 같은 식물입니다.
0,It is the last night in Indy again...    Again i wish i wasnt leaving .. Want to stay here with pg sissy and meet my nephew and just b ...,It is the last night in Indy again...    Again i wish i wasnt leaving .. Want to stay here with pg sissy and meet my nephew and just b ...,It is the last night in Indy again Again i wish i wasnt leaving Want to stay here with pg sissy and meet my nephew and just b,다시 인디의 마지막 밤입니다 다시 한번 나는 PG Sissy와 함께 여기에 머물기를 원하지 않기를 바랍니다.
0,@MaryBoomBoom Maria where have u been lately?? missing your posts on the forum huni!! :/ ,@MaryBoomBoom Maria where have u been lately?? missing your posts on the forum huni!! :/ ,Maria where have u been lately missing your posts on the forum huni,마리아는 포럼에서 최근에 당신의 게시물을 놓치고있는 곳 어디에서 왔습니까?
0,Oh no it's school 2morrow ,Oh no it's school 2morrow ,Oh no it s school 2morrow,오 아니 학교 2morrow
1,"@treesyjo yeah, just go to the county where you live. We got out license in multnomah and got married at the coast! ","@treesyjo yeah, just go to the county where you live. We got out license in multnomah and got married at the coast! ",yeah just go to the county where you live We got out license in multnomah and got married at the coast,그래 그냥 당신이 사는 카운티로 가서 우리는 멀프 노마에서 라이센스를 얻었고 해안에서 결혼했습니다.
0,@volpinator @seanoliver what's NOT funny is that Sean made a comment about the Bronx and didn't even include an @JMercer ,@volpinator @seanoliver what's NOT funny is that Sean made a comment about the Bronx and didn't even include an @JMercer ,what s NOT funny is that Sean made a comment about the Bronx and didn t even include an,재미 있지 않은 것은 Sean이 Bronx에 대해 의견을 제시했고조차 포함하지 않았다는 것입니다.
1,@KalebNation my name is Ashley ,@KalebNation my name is Ashley ,my name is Ashley,제 이름은 Ashley입니다
0,I miss Vermont ,I miss Vermont ,I miss Vermont,버몬트가 그리워요
0,@aussiefrenchie I wish I had bought one when I was there. I miss my caramel scented candle and my apartment smelling of sweet cupcakes ,@aussiefrenchie I wish I had bought one when I was there. I miss my caramel scented candle and my apartment smelling of sweet cupcakes ,I wish I had bought one when I was there I miss my caramel scented candle and my apartment smelling of sweet cupcakes,내가 거기 있었을 때 하나를 샀 으면 좋겠어 카라멜 향기 촛불과 아파트가 달콤한 컵 케이크 냄새가 나는 아파트가 그리워
0,....yup stil at work ,....yup stil at work ,yup stil at work,"예, 직장에서 stil"
0,"@CreditMatters Well, I know it's not me....maybe in about 7-10 years ","@CreditMatters Well, I know it's not me....maybe in about 7-10 years ",Well I know it s not me maybe in about 7 10 years,"글쎄, 나는 그것이 약 7 년 동안 약 7 년 안에 내가 아는 걸 알아"
1,"has uploaded a pretty, pretty, decent pic. ","has uploaded a pretty, pretty, decent pic. ",has uploaded a pretty pretty decent pic,꽤 괜찮은 사진을 업로드했습니다
1,@TruckerDesiree http://twitpic.com/6qjml - Men are always a nice attraction ,@TruckerDesiree http://twitpic.com/6qjml - Men are always a nice attraction ,Men are always a nice attraction,남자는 항상 좋은 매력입니다
1,is reading angels and demons.. trying to finish so i can watch the movie ,is reading angels and demons.. trying to finish so i can watch the movie ,is reading angels and demons trying to finish so i can watch the movie,영화를 볼 수 있도록 천사와 악마를 읽고 있습니다.
0,I have a bit if a sunburn ,I have a bit if a sunburn ,I have a bit if a sunburn,햇볕에 쬐면 조금 있습니다
0,@EmilMirel: I hate that feeling so much ,@EmilMirel: I hate that feeling so much ,I hate that feeling so much,나는 그 느낌이 너무 싫어
0,got 2 do history projects   ,got 2 do history projects   ,got 2 do history projects,2 Do 역사 프로젝트를 받았습니다
0,"@ladymaryann yeah, i like pink too, lol. Im having allergic itches right now.   how r u?","@ladymaryann yeah, i like pink too, lol. Im having allergic itches right now.   how r u?",yeah i like pink too lol Im having allergic itches right now how r u,그래 난 핑크 너무 좋아 ㅋㅋ 지금 알레르기 가려움증이있어 얼마나 r u
1,@likestarlight I like this icon. Your eyes are awesome in it ,@likestarlight I like this icon. Your eyes are awesome in it ,I like this icon Your eyes are awesome in it,나는이 아이콘이 마음에 들어
1,&quot;There's a stick thats gonna kill me!&quot; -Emily ,&quot;There's a stick thats gonna kill me!&quot; -Emily ,quot There s a stick thats gonna kill me quot Emily,quot 거기에 s 스틱이 나를 죽일거야 quot emily
0,@chiquitaaa the internert isn't working @ all even on hotle comp! Fuck I'm sorry wirless is down  we talk on here if u want,@chiquitaaa the internert isn't working @ all even on hotle comp! Fuck I'm sorry wirless is down  we talk on here if u want,the internert isn t working all even on hotle comp Fuck I m sorry wirless is down we talk on here if u want,internert는 뜨거운 comp fuck에서도 모든 일을하지 않을 것입니다. 미안 해요
0,@peachFUZZ_uk Ah but that's OK you see as it is &quot;to stop da terrorists&quot; and anything that claims to be for that is acceptable. ,@peachFUZZ_uk Ah but that's OK you see as it is &quot;to stop da terrorists&quot; and anything that claims to be for that is acceptable. ,Ah but that s OK you see as it is quot to stop da terrorists quot and anything that claims to be for that is acceptable,"아,하지만 테러리스트의 quot와 그에 대한 주장이 허용되는 모든 것을 막기 위해 당신은 알 수 있습니다."
1,"@joepolitics Good afternoon ;)  nice quote, gotta agree! ","@joepolitics Good afternoon ;)  nice quote, gotta agree! ",Good afternoon nice quote gotta agree,좋은 오후 좋은 견적에 동의해야합니다
1,@Maximilus LOL seems someone put the bulls eye on your back... ushikwapo shikamana ,@Maximilus LOL seems someone put the bulls eye on your back... ushikwapo shikamana ,LOL seems someone put the bulls eye on your back ushikwapo shikamana,Lol이 누군가가 당신의 등에 Bulls Eye를 넣는 것 같습니다. Ushikwapo Shikamana
0,@rioncrandel I would if I had it Ryan ,@rioncrandel I would if I had it Ryan ,I would if I had it Ryan,내가 라이언을 가지고 있다면
1,@PerfectEnigma . . . from the frig. . .but im sure i could have just went and told you that in person.   lol,@PerfectEnigma . . . from the frig. . .but im sure i could have just went and told you that in person.   lol,from the frig but im sure i could have just went and told you that in person lol,프리그에서하지만 나는 방금 갔을 수 있었고 직접 ㅋㅋ
0,Mosquitoes must like the taste of my blood... Outside for two seconds and already four bites ,Mosquitoes must like the taste of my blood... Outside for two seconds and already four bites ,Mosquitoes must like the taste of my blood Outside for two seconds and already four bites,모기는 2 초 동안 내 피의 맛을 좋아해야합니다.
1,@nefertiti_ I'm glad I just ate. Looks good. ,@nefertiti_ I'm glad I just ate. Looks good. ,I m glad I just ate Looks good,나는 내가 좋아 보인다
0,So kiddo locked me out of house with him and his baby sister inside while she screams her lungs out. I had to break door in ,So kiddo locked me out of house with him and his baby sister inside while she screams her lungs out. I had to break door in ,So kiddo locked me out of house with him and his baby sister inside while she screams her lungs out I had to break door in,그래서 Kiddo는 그녀가 폐를 비명을 지르는 동안 그와 그의 여동생과 함께 집에서 나를 갇혔습니다.
0,@ShainaW haha fine ,@ShainaW haha fine ,haha fine,하하 좋아
0,@peterfacinelli  Iran jokes aren't all that funny.,@peterfacinelli  Iran jokes aren't all that funny.,Iran jokes aren t all that funny,이란 농담은 그다지 재밌습니다
0,Getting ready to go home and watch house. Just got done swimming and the baby hasn't moved much today.  &lt;3 lovin' on my wonderful family.,Getting ready to go home and watch house. Just got done swimming and the baby hasn't moved much today.  &lt;3 lovin' on my wonderful family.,Getting ready to go home and watch house Just got done swimming and the baby hasn t moved much today lt 3 lovin on my wonderful family,집에 갈 준비와 시계 집을 방금 수영을 마치고 아기가 오늘 많이 움직이지 못했습니다. lt 3 lovin 내 멋진 가족
0,"@ps129 Oh my gosh! poor monk  check out the trailer of 2012 at apple.com followers! looks like an interesting movie, I might watch it!","@ps129 Oh my gosh! poor monk  check out the trailer of 2012 at apple.com followers! looks like an interesting movie, I might watch it!",Oh my gosh poor monk check out the trailer of 2012 at apple com followers looks like an interesting movie I might watch it,오 마이 갓난 스님은 애플 com 추종자들의 2012 년 예고편을 확인하여 흥미로운 영화처럼 보입니다.
1,@argentbeauquest Thanks for the follow.  I look forward to following you back.  ,@argentbeauquest Thanks for the follow.  I look forward to following you back.  ,Thanks for the follow I look forward to following you back,팔로우 주셔서 감사합니다.
1,"baking &amp; packinggg, then cristinas staying with me tonight as usualllll, PITTSBURGH in the AM to see my giiiiirlllfriends ","baking &amp; packinggg, then cristinas staying with me tonight as usualllll, PITTSBURGH in the AM to see my giiiiirlllfriends ",baking amp packinggg then cristinas staying with me tonight as usualllll PITTSBURGH in the AM to see my giiiiirlllfriends,베이킹 amp packinggg then cristinas는 오늘 밤 내 usualllll 피츠버그와 함께 내 giiiiirllllllllyss를 만나
0,PENS parade today! can't go bc of damn chemistry  kill me,PENS parade today! can't go bc of damn chemistry  kill me,PENS parade today can t go bc of damn chemistry kill me,오늘 펜 퍼레이드 오늘 화학 화학의 BC를 갈 수 없어
